method_label,method,mode,train_seed,run_name,checkpoint_path,eval_seed,episode_rng_seed,episode_return,episode_cost,episode_length,success,violation_rate,min_clearance,path_length,start_pos,goal_pos,obstacle_pos,obstacle_radius,safe_margin,action_scale
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910046,1432483942,-1.875525612235069,12.0,15,1.0,0.8,-0.08230064541101456,0.5004928633570671,"[0.43800967931747437, -0.19844956696033478, 0.24453476071357727]","[0.5472944378852844, 0.16671736538410187, 0.2818436026573181]","[0.4817841649055481, -0.02884618006646633, 0.24175237119197845]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910046,654056569,-1.2464018735289573,11.0,11,1.0,1.0,-0.07306699931621552,0.3647709749639034,"[0.43800967931747437, -0.19844956696033478, 0.24453476071357727]","[0.5472944378852844, 0.16671736538410187, 0.2818436026573181]","[0.4817841649055481, -0.02884618006646633, 0.24175237119197845]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910046,568871328,-9.923117545293566,14.0,100,0.0,0.14,-0.04665921360254288,0.5872855344252912,"[0.43800967931747437, -0.19844956696033478, 0.24453476071357727]","[0.5472944378852844, 0.16671736538410187, 0.2818436026573181]","[0.4817841649055481, -0.02884618006646633, 0.24175237119197845]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910046,30457296,-47.48476318776608,0.0,100,0.0,0.0,0.0776280117034912,1.7539362227407764,"[0.43800967931747437, -0.19844956696033478, 0.24453476071357727]","[0.5472944378852844, 0.16671736538410187, 0.2818436026573181]","[0.4817841649055481, -0.02884618006646633, 0.24175237119197845]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910047,577161456,-1.6321092665940524,11.0,12,1.0,0.9166666666666666,-0.07847650825977326,0.43917321786284447,"[0.4686472713947296, -0.16304729878902435, 0.2660958766937256]","[0.5428414940834045, 0.2182387113571167, 0.24843652546405792]","[0.47660335898399353, 0.026477962732315063, 0.24211229383945465]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910047,1375415535,-1.4280993980169292,11.0,12,1.0,0.9166666666666666,-0.08417162030935288,0.38072673231363297,"[0.4686472713947296, -0.16304729878902435, 0.2660958766937256]","[0.5428414940834045, 0.2182387113571167, 0.24843652546405792]","[0.47660335898399353, 0.026477962732315063, 0.24211229383945465]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910047,1458534710,-11.268411316032237,18.0,100,0.0,0.18,-0.008148078918457036,0.5978976080218672,"[0.4686472713947296, -0.16304729878902435, 0.2660958766937256]","[0.5428414940834045, 0.2182387113571167, 0.24843652546405792]","[0.47660335898399353, 0.026477962732315063, 0.24211229383945465]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910047,1993837894,-55.57487293541431,0.0,100,0.0,0.0,0.0842643928527832,0.8693398042464651,"[0.4686472713947296, -0.16304729878902435, 0.2660958766937256]","[0.5428414940834045, 0.2182387113571167, 0.24843652546405792]","[0.47660335898399353, 0.026477962732315063, 0.24211229383945465]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910048,853136737,-1.3237743798643349,11.0,12,1.0,0.9166666666666666,-0.08650594681501389,0.37838647700846195,"[0.4599461257457733, -0.19486255943775177, 0.2572898268699646]","[0.5356040596961975, 0.16205012798309326, 0.2809600830078125]","[0.523444652557373, 0.001801563543267548, 0.2654755413532257]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910048,1094988158,-1.1105850286781789,10.0,11,1.0,0.9090909090909091,-0.10671644762158394,0.34165774658322334,"[0.4599461257457733, -0.19486255943775177, 0.2572898268699646]","[0.5356040596961975, 0.16205012798309326, 0.2809600830078125]","[0.523444652557373, 0.001801563543267548, 0.2654755413532257]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910048,1179673767,-10.362466919473647,14.0,100,0.0,0.14,-0.04929984092712403,0.5274841886380273,"[0.4599461257457733, -0.19486255943775177, 0.2572898268699646]","[0.5356040596961975, 0.16205012798309326, 0.2809600830078125]","[0.523444652557373, 0.001801563543267548, 0.2654755413532257]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910048,1718128855,-48.67333893656732,0.0,100,0.0,0.0,0.09104328870773315,1.4057550740203624,"[0.4599461257457733, -0.19486255943775177, 0.2572898268699646]","[0.5356040596961975, 0.16205012798309326, 0.2809600830078125]","[0.523444652557373, 0.001801563543267548, 0.2654755413532257]",0.07,0.13,0.03
SAC-Lag,sac_lag,raw,11,panda_final_star_cfg2_sac_lag_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/sac_lag/panda_final_star_cfg2_sac_lag_s11/checkpoint/final.torch,910049,1172235767,-8.164060008078813,10.0,100,0.0,0.1,-0.09648781374096871,0.5511804669676508,"[0.43912485241889954, -0.17049762606620789, 0.2316882312297821]","[0.5574367642402649, 0.20482288300991058, 0.23597188293933868]","[0.49903008341789246, 0.014099013060331345, 0.26261481642723083]",0.07,0.13,0.03
Current-only-N,current_only_v2,raw,11,panda_final_star_cfg2_current_only_v2_s11,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/final/SafetyPandaReachObstacle-v0/current_only_v2/panda_final_star_cfg2_current_only_v2_s11/checkpoint/final.torch,910049,910361064,-1.3423674203455447,11.0,11,1.0,1.0,-0.076508027613163,0.3704435173422098,"[0.43912485241889954, -0.17049762606620789, 0.2316882312297821]","[0.5574367642402649, 0.20482288300991058, 0.23597188293933868]","[0.49903008341789246, 0.014099013060331345, 0.26261481642723083]",0.07,0.13,0.03
STAR,star_v2,raw,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910049,827806769,-8.93621274061662,16.0,100,0.0,0.16,-0.022018847167491917,0.5733895167354603,"[0.43912485241889954, -0.17049762606620789, 0.2316882312297821]","[0.5574367642402649, 0.20482288300991058, 0.23597188293933868]","[0.49903008341789246, 0.014099013060331345, 0.26261481642723083]",0.07,0.13,0.03
STAR+Exec,star_v2,star_exec,30,panda_showcase_refcorridor_star_v2_s30,/root/autodl-tmp/star_v2_storage/results/star_arm_panda/showcase_mechanism/SafetyPandaReachObstacle-v0/star_v2/panda_showcase_refcorridor_star_v2_s30/checkpoint/final.torch,910049,292528193,-54.65213275909422,0.0,100,0.0,0.0,0.07720002055168151,0.840034702933508,"[0.43912485241889954, -0.17049762606620789, 0.2316882312297821]","[0.5574367642402649, 0.20482288300991058, 0.23597188293933868]","[0.49903008341789246, 0.014099013060331345, 0.26261481642723083]",0.07,0.13,0.03
